species_id,canonical_scientific,primary_common,n_prompts,prompts
1361690,Platanthera algeriensis,Green platanthera,3,"[""a photo of Platanthera algeriensis"", ""a close-up photo of Platanthera algeriensis"", ""a wild plant of species Platanthera algeriensis""]"
1564274,Teucrium asiaticum,,3,"[""a photo of Teucrium asiaticum"", ""a close-up photo of Teucrium asiaticum"", ""a wild plant of species Teucrium asiaticum""]"
1392662,Gymnadenia densiflora,Marsh fragrant-orchid,3,"[""a photo of Gymnadenia densiflora"", ""a close-up photo of Gymnadenia densiflora"", ""a wild plant of species Gymnadenia densiflora""]"
1636731,Euphrasia salisburgensis,Irish eyebright,3,"[""a photo of Euphrasia salisburgensis"", ""a close-up photo of Euphrasia salisburgensis"", ""a wild plant of species Euphrasia salisburgensis""]"
1363929,Notoceras bicorne,,3,"[""a photo of Notoceras bicorne"", ""a close-up photo of Notoceras bicorne"", ""a wild plant of species Notoceras bicorne""]"
1392383,Fumaria kralikii,,3,"[""a photo of Fumaria kralikii"", ""a close-up photo of Fumaria kralikii"", ""a wild plant of species Fumaria kralikii""]"
1744393,Limonium bonduellei,,3,"[""a photo of Limonium bonduellei"", ""a close-up photo of Limonium bonduellei"", ""a wild plant of species Limonium bonduellei""]"
1452525,Allium melananthum,,3,"[""a photo of Allium melananthum"", ""a close-up photo of Allium melananthum"", ""a wild plant of species Allium melananthum""]"
1545780,Euphorbia pedroi,,3,"[""a photo of Euphorbia pedroi"", ""a close-up photo of Euphorbia pedroi"", ""a wild plant of species Euphorbia pedroi""]"
1737575,Rubus umbrosus,,3,"[""a photo of Rubus umbrosus"", ""a close-up photo of Rubus umbrosus"", ""a wild plant of species Rubus umbrosus""]"
1573648,Bituminaria morisiana,,3,"[""a photo of Bituminaria morisiana"", ""a close-up photo of Bituminaria morisiana"", ""a wild plant of species Bituminaria morisiana""]"
1411648,Cuscuta pentagona,Fiveangled dodder,3,"[""a photo of Cuscuta pentagona"", ""a close-up photo of Cuscuta pentagona"", ""a wild plant of species Cuscuta pentagona""]"
1356301,Eragrostis mexicana,Mexican lovegrass,3,"[""a photo of Eragrostis mexicana"", ""a close-up photo of Eragrostis mexicana"", ""a wild plant of species Eragrostis mexicana""]"
1481281,Lepidium navasii,,3,"[""a photo of Lepidium navasii"", ""a close-up photo of Lepidium navasii"", ""a wild plant of species Lepidium navasii""]"
1359837,Anarrhinum fruticosum,,3,"[""a photo of Anarrhinum fruticosum"", ""a close-up photo of Anarrhinum fruticosum"", ""a wild plant of species Anarrhinum fruticosum""]"
1472958,Paradisea lusitanica,,3,"[""a photo of Paradisea lusitanica"", ""a close-up photo of Paradisea lusitanica"", ""a wild plant of species Paradisea lusitanica""]"
1653037,Oreochloa confusa,,3,"[""a photo of Oreochloa confusa"", ""a close-up photo of Oreochloa confusa"", ""a wild plant of species Oreochloa confusa""]"
1363557,Eragrostis tef,Abyssinian love grass,3,"[""a photo of Eragrostis tef"", ""a close-up photo of Eragrostis tef"", ""a wild plant of species Eragrostis tef""]"
1399148,Cymbalaria muelleri,,3,"[""a photo of Cymbalaria muelleri"", ""a close-up photo of Cymbalaria muelleri"", ""a wild plant of species Cymbalaria muelleri""]"
1743397,Eudianthe laeta,,3,"[""a photo of Eudianthe laeta"", ""a close-up photo of Eudianthe laeta"", ""a wild plant of species Eudianthe laeta""]"
1425195,Limonium lobatum,Winged sea-lavender,3,"[""a photo of Limonium lobatum"", ""a close-up photo of Limonium lobatum"", ""a wild plant of species Limonium lobatum""]"
1502064,Carduus carpetanus,,3,"[""a photo of Carduus carpetanus"", ""a close-up photo of Carduus carpetanus"", ""a wild plant of species Carduus carpetanus""]"
1564370,Teucrium murcicum,,3,"[""a photo of Teucrium murcicum"", ""a close-up photo of Teucrium murcicum"", ""a wild plant of species Teucrium murcicum""]"
1393851,Moehringia pentandra,,3,"[""a photo of Moehringia pentandra"", ""a close-up photo of Moehringia pentandra"", ""a wild plant of species Moehringia pentandra""]"
1647154,Armeria hirta,,3,"[""a photo of Armeria hirta"", ""a close-up photo of Armeria hirta"", ""a wild plant of species Armeria hirta""]"
1405355,Echinochloa stagnina,Hippo grass,3,"[""a photo of Echinochloa stagnina"", ""a close-up photo of Echinochloa stagnina"", ""a wild plant of species Echinochloa stagnina""]"
1722437,Festuca membranacea,,3,"[""a photo of Festuca membranacea"", ""a close-up photo of Festuca membranacea"", ""a wild plant of species Festuca membranacea""]"
1359995,Armeria filicaulis,,3,"[""a photo of Armeria filicaulis"", ""a close-up photo of Armeria filicaulis"", ""a wild plant of species Armeria filicaulis""]"
1738041,Corydalis hausmannii,,3,"[""a photo of Corydalis hausmannii"", ""a close-up photo of Corydalis hausmannii"", ""a wild plant of species Corydalis hausmannii""]"
1357558,Cynara tournefortii,,3,"[""a photo of Cynara tournefortii"", ""a close-up photo of Cynara tournefortii"", ""a wild plant of species Cynara tournefortii""]"
1360448,Populus euphratica,Euphrates poplar,3,"[""a photo of Populus euphratica"", ""a close-up photo of Populus euphratica"", ""a wild plant of species Populus euphratica""]"
1744395,Limonium angustebracteatum,,3,"[""a photo of Limonium angustebracteatum"", ""a close-up photo of Limonium angustebracteatum"", ""a wild plant of species Limonium angustebracteatum""]"
1744542,Odontites bolligeri,,3,"[""a photo of Odontites bolligeri"", ""a close-up photo of Odontites bolligeri"", ""a wild plant of species Odontites bolligeri""]"
1396362,Armeria leucocephala,,3,"[""a photo of Armeria leucocephala"", ""a close-up photo of Armeria leucocephala"", ""a wild plant of species Armeria leucocephala""]"
1741932,Facchinia rupestris,,3,"[""a photo of Facchinia rupestris"", ""a close-up photo of Facchinia rupestris"", ""a wild plant of species Facchinia rupestris""]"
1358496,Elatine brochonii,,3,"[""a photo of Elatine brochonii"", ""a close-up photo of Elatine brochonii"", ""a wild plant of species Elatine brochonii""]"
1399923,Angelica pachycarpa,Portuguese angelica,3,"[""a photo of Angelica pachycarpa"", ""a close-up photo of Angelica pachycarpa"", ""a wild plant of species Angelica pachycarpa""]"
1685197,Viscum cruciatum,,3,"[""a photo of Viscum cruciatum"", ""a close-up photo of Viscum cruciatum"", ""a wild plant of species Viscum cruciatum""]"
1744324,Opuntia chlorotica,Dollar-joint prickly-pear,3,"[""a photo of Opuntia chlorotica"", ""a close-up photo of Opuntia chlorotica"", ""a wild plant of species Opuntia chlorotica""]"
1360904,Damasonium alisma,Starfruit,3,"[""a photo of Damasonium alisma"", ""a close-up photo of Damasonium alisma"", ""a wild plant of species Damasonium alisma""]"
1398725,Spiraea crenata,Keçisakalı,3,"[""a photo of Spiraea crenata"", ""a close-up photo of Spiraea crenata"", ""a wild plant of species Spiraea crenata""]"
1398290,Astragalus leontinus,,3,"[""a photo of Astragalus leontinus"", ""a close-up photo of Astragalus leontinus"", ""a wild plant of species Astragalus leontinus""]"
1356617,Anchusa hybrida,,3,"[""a photo of Anchusa hybrida"", ""a close-up photo of Anchusa hybrida"", ""a wild plant of species Anchusa hybrida""]"
1357653,Hyoseris scabra,,3,"[""a photo of Hyoseris scabra"", ""a close-up photo of Hyoseris scabra"", ""a wild plant of species Hyoseris scabra""]"
1558272,Luzula lactea,,3,"[""a photo of Luzula lactea"", ""a close-up photo of Luzula lactea"", ""a wild plant of species Luzula lactea""]"
1359650,Glinus lotoides,Damascisa,3,"[""a photo of Glinus lotoides"", ""a close-up photo of Glinus lotoides"", ""a wild plant of species Glinus lotoides""]"
1744000,Cytisus grandiflorus,,3,"[""a photo of Cytisus grandiflorus"", ""a close-up photo of Cytisus grandiflorus"", ""a wild plant of species Cytisus grandiflorus""]"
1472934,Ornithogalum sphaerocarpum,Tükürük otu,3,"[""a photo of Ornithogalum sphaerocarpum"", ""a close-up photo of Ornithogalum sphaerocarpum"", ""a wild plant of species Ornithogalum sphaerocarpum""]"
1441034,Agave decipiens,False sisal,3,"[""a photo of Agave decipiens"", ""a close-up photo of Agave decipiens"", ""a wild plant of species Agave decipiens""]"
1741600,Sporobolus schoenoides,Rush-like timothy,3,"[""a photo of Sporobolus schoenoides"", ""a close-up photo of Sporobolus schoenoides"", ""a wild plant of species Sporobolus schoenoides""]"
1721005,Cenchrus orientalis,Oriental fountain grass,3,"[""a photo of Cenchrus orientalis"", ""a close-up photo of Cenchrus orientalis"", ""a wild plant of species Cenchrus orientalis""]"
1392606,Geum hispidum,,3,"[""a photo of Geum hispidum"", ""a close-up photo of Geum hispidum"", ""a wild plant of species Geum hispidum""]"
1564323,Teucrium freynii,,3,"[""a photo of Teucrium freynii"", ""a close-up photo of Teucrium freynii"", ""a wild plant of species Teucrium freynii""]"
1738786,Helianthemum sulphureum,,3,"[""a photo of Helianthemum sulphureum"", ""a close-up photo of Helianthemum sulphureum"", ""a wild plant of species Helianthemum sulphureum""]"
1398970,Sedum aetnense,,3,"[""a photo of Sedum aetnense"", ""a close-up photo of Sedum aetnense"", ""a wild plant of species Sedum aetnense""]"
1357033,Silene pseudoatocion,,3,"[""a photo of Silene pseudoatocion"", ""a close-up photo of Silene pseudoatocion"", ""a wild plant of species Silene pseudoatocion""]"
1394672,Poa minor,,3,"[""a photo of Poa minor"", ""a close-up photo of Poa minor"", ""a wild plant of species Poa minor""]"
1390208,Calamagrostis villosa,,3,"[""a photo of Calamagrostis villosa"", ""a close-up photo of Calamagrostis villosa"", ""a wild plant of species Calamagrostis villosa""]"
1360380,Crucianella latifolia,,3,"[""a photo of Crucianella latifolia"", ""a close-up photo of Crucianella latifolia"", ""a wild plant of species Crucianella latifolia""]"
1743904,Androsace saussurei,,3,"[""a photo of Androsace saussurei"", ""a close-up photo of Androsace saussurei"", ""a wild plant of species Androsace saussurei""]"
1358330,Iberis pectinata,,3,"[""a photo of Iberis pectinata"", ""a close-up photo of Iberis pectinata"", ""a wild plant of species Iberis pectinata""]"
1743463,Tulipa clusiana,Lady tulip,3,"[""a photo of Tulipa clusiana"", ""a close-up photo of Tulipa clusiana"", ""a wild plant of species Tulipa clusiana""]"
1621515,Epipactis kleinii,,3,"[""a photo of Epipactis kleinii"", ""a close-up photo of Epipactis kleinii"", ""a wild plant of species Epipactis kleinii""]"
1360540,Verbascum rotundifolium,,3,"[""a photo of Verbascum rotundifolium"", ""a close-up photo of Verbascum rotundifolium"", ""a wild plant of species Verbascum rotundifolium""]"
1421285,Gamochaeta pensylvanica,Pennsylvania everlasting,3,"[""a photo of Gamochaeta pensylvanica"", ""a close-up photo of Gamochaeta pensylvanica"", ""a wild plant of species Gamochaeta pensylvanica""]"
1392731,Helictotrichon cantabricum,,3,"[""a photo of Helictotrichon cantabricum"", ""a close-up photo of Helictotrichon cantabricum"", ""a wild plant of species Helictotrichon cantabricum""]"
1356687,Cerastium dichotomum,Forked chickweed,3,"[""a photo of Cerastium dichotomum"", ""a close-up photo of Cerastium dichotomum"", ""a wild plant of species Cerastium dichotomum""]"
1359778,Fumaria flabellata,,3,"[""a photo of Fumaria flabellata"", ""a close-up photo of Fumaria flabellata"", ""a wild plant of species Fumaria flabellata""]"
1393541,Limodorum trabutianum,,3,"[""a photo of Limodorum trabutianum"", ""a close-up photo of Limodorum trabutianum"", ""a wild plant of species Limodorum trabutianum""]"
1522573,Tanacetum vahlii,,3,"[""a photo of Tanacetum vahlii"", ""a close-up photo of Tanacetum vahlii"", ""a wild plant of species Tanacetum vahlii""]"
1357123,Helianthemum aegyptiacum,,3,"[""a photo of Helianthemum aegyptiacum"", ""a close-up photo of Helianthemum aegyptiacum"", ""a wild plant of species Helianthemum aegyptiacum""]"
1400153,Biscutella arvernensis,,3,"[""a photo of Biscutella arvernensis"", ""a close-up photo of Biscutella arvernensis"", ""a wild plant of species Biscutella arvernensis""]"
1400154,Biscutella brevicaulis,,3,"[""a photo of Biscutella brevicaulis"", ""a close-up photo of Biscutella brevicaulis"", ""a wild plant of species Biscutella brevicaulis""]"
1391843,Eleocharis bonariensis,,3,"[""a photo of Eleocharis bonariensis"", ""a close-up photo of Eleocharis bonariensis"", ""a wild plant of species Eleocharis bonariensis""]"
1361205,Bromus scoparius,Broom brome,3,"[""a photo of Bromus scoparius"", ""a close-up photo of Bromus scoparius"", ""a wild plant of species Bromus scoparius""]"
1743235,Festuca incurva,,3,"[""a photo of Festuca incurva"", ""a close-up photo of Festuca incurva"", ""a wild plant of species Festuca incurva""]"
1389299,Opuntia pilifera,,3,"[""a photo of Opuntia pilifera"", ""a close-up photo of Opuntia pilifera"", ""a wild plant of species Opuntia pilifera""]"
1358173,Arabis nova,Kaz teresi,3,"[""a photo of Arabis nova"", ""a close-up photo of Arabis nova"", ""a wild plant of species Arabis nova""]"
1394811,Potamogeton obtusifolius,Blunt-leaved pondweed,3,"[""a photo of Potamogeton obtusifolius"", ""a close-up photo of Potamogeton obtusifolius"", ""a wild plant of species Potamogeton obtusifolius""]"
1397643,Asplenium jahandiezii,Verdon spleenwort,3,"[""a photo of Asplenium jahandiezii"", ""a close-up photo of Asplenium jahandiezii"", ""a wild plant of species Asplenium jahandiezii""]"
1393991,Oenanthe fluviatilis,River water-dropwort,3,"[""a photo of Oenanthe fluviatilis"", ""a close-up photo of Oenanthe fluviatilis"", ""a wild plant of species Oenanthe fluviatilis""]"
1392256,Ferula arrigonii,,3,"[""a photo of Ferula arrigonii"", ""a close-up photo of Ferula arrigonii"", ""a wild plant of species Ferula arrigonii""]"
1356456,Acer granatense,Spanish maple,3,"[""a photo of Acer granatense"", ""a close-up photo of Acer granatense"", ""a wild plant of species Acer granatense""]"
1398749,Helianthemum alypoides,,3,"[""a photo of Helianthemum alypoides"", ""a close-up photo of Helianthemum alypoides"", ""a wild plant of species Helianthemum alypoides""]"
1561314,Phlomis composita,,3,"[""a photo of Phlomis composita"", ""a close-up photo of Phlomis composita"", ""a wild plant of species Phlomis composita""]"
1397439,Minuartia setacea,,3,"[""a photo of Minuartia setacea"", ""a close-up photo of Minuartia setacea"", ""a wild plant of species Minuartia setacea""]"
1358497,Elatine macropoda,,3,"[""a photo of Elatine macropoda"", ""a close-up photo of Elatine macropoda"", ""a wild plant of species Elatine macropoda""]"
1502057,Carduus aurosicus,,3,"[""a photo of Carduus aurosicus"", ""a close-up photo of Carduus aurosicus"", ""a wild plant of species Carduus aurosicus""]"
1359109,Astragalus echinatus,,3,"[""a photo of Astragalus echinatus"", ""a close-up photo of Astragalus echinatus"", ""a wild plant of species Astragalus echinatus""]"
1361141,Agrostis rupestris,,3,"[""a photo of Agrostis rupestris"", ""a close-up photo of Agrostis rupestris"", ""a wild plant of species Agrostis rupestris""]"
1391443,Crepis alpestris,,3,"[""a photo of Crepis alpestris"", ""a close-up photo of Crepis alpestris"", ""a wild plant of species Crepis alpestris""]"
1452695,Allium schmitzii,,3,"[""a photo of Allium schmitzii"", ""a close-up photo of Allium schmitzii"", ""a wild plant of species Allium schmitzii""]"
1564493,Thymus bracteatus,,3,"[""a photo of Thymus bracteatus"", ""a close-up photo of Thymus bracteatus"", ""a wild plant of species Thymus bracteatus""]"
1394287,Androsace cylindrica,,3,"[""a photo of Androsace cylindrica"", ""a close-up photo of Androsace cylindrica"", ""a wild plant of species Androsace cylindrica""]"
1364142,Bidens biternata,Yellow-flower spanish needle,3,"[""a photo of Bidens biternata"", ""a close-up photo of Bidens biternata"", ""a wild plant of species Bidens biternata""]"
1391456,Crepis nicaeensis,French hawk's-beard,3,"[""a photo of Crepis nicaeensis"", ""a close-up photo of Crepis nicaeensis"", ""a wild plant of species Crepis nicaeensis""]"
1357871,Silybum eburneum,,3,"[""a photo of Silybum eburneum"", ""a close-up photo of Silybum eburneum"", ""a wild plant of species Silybum eburneum""]"
1359683,Epilobium lanceolatum,Spear-leaved willowherb,3,"[""a photo of Epilobium lanceolatum"", ""a close-up photo of Epilobium lanceolatum"", ""a wild plant of species Epilobium lanceolatum""]"
1550162,Erodium daucoides,,3,"[""a photo of Erodium daucoides"", ""a close-up photo of Erodium daucoides"", ""a wild plant of species Erodium daucoides""]"
1742053,Omalotheca hoppeana,,3,"[""a photo of Omalotheca hoppeana"", ""a close-up photo of Omalotheca hoppeana"", ""a wild plant of species Omalotheca hoppeana""]"
1391426,Crassula aquatica,Pigmyweed,3,"[""a photo of Crassula aquatica"", ""a close-up photo of Crassula aquatica"", ""a wild plant of species Crassula aquatica""]"
1492939,Gymnocarpos sclerocephalus,,3,"[""a photo of Gymnocarpos sclerocephalus"", ""a close-up photo of Gymnocarpos sclerocephalus"", ""a wild plant of species Gymnocarpos sclerocephalus""]"
1391077,Cerastium boissierianum,,3,"[""a photo of Cerastium boissierianum"", ""a close-up photo of Cerastium boissierianum"", ""a wild plant of species Cerastium boissierianum""]"
1743223,Gagea durieui,,3,"[""a photo of Gagea durieui"", ""a close-up photo of Gagea durieui"", ""a wild plant of species Gagea durieui""]"
1392553,Gentiana occidentalis,,3,"[""a photo of Gentiana occidentalis"", ""a close-up photo of Gentiana occidentalis"", ""a wild plant of species Gentiana occidentalis""]"
1363303,Cyperus laevigatus,Smooth flat sedge,3,"[""a photo of Cyperus laevigatus"", ""a close-up photo of Cyperus laevigatus"", ""a wild plant of species Cyperus laevigatus""]"
1392511,Genista delphinensis,,3,"[""a photo of Genista delphinensis"", ""a close-up photo of Genista delphinensis"", ""a wild plant of species Genista delphinensis""]"
1356070,Plantago amplexicaulis,,3,"[""a photo of Plantago amplexicaulis"", ""a close-up photo of Plantago amplexicaulis"", ""a wild plant of species Plantago amplexicaulis""]"
1392477,Galium papillosum,,3,"[""a photo of Galium papillosum"", ""a close-up photo of Galium papillosum"", ""a wild plant of species Galium papillosum""]"
1356782,Lonicera arborea,,3,"[""a photo of Lonicera arborea"", ""a close-up photo of Lonicera arborea"", ""a wild plant of species Lonicera arborea""]"
1390533,Centaurea affinis,,3,"[""a photo of Centaurea affinis"", ""a close-up photo of Centaurea affinis"", ""a wild plant of species Centaurea affinis""]"
1742002,Hieracium pilosum,Fimbriate-pitted hawkweed,3,"[""a photo of Hieracium pilosum"", ""a close-up photo of Hieracium pilosum"", ""a wild plant of species Hieracium pilosum""]"
1391783,Draba tomentosa,,3,"[""a photo of Draba tomentosa"", ""a close-up photo of Draba tomentosa"", ""a wild plant of species Draba tomentosa""]"
1742175,Centaurea depressa,Iranian knapweed,3,"[""a photo of Centaurea depressa"", ""a close-up photo of Centaurea depressa"", ""a wild plant of species Centaurea depressa""]"
1398816,Atriplex glabriuscula,Babington's orache,3,"[""a photo of Atriplex glabriuscula"", ""a close-up photo of Atriplex glabriuscula"", ""a wild plant of species Atriplex glabriuscula""]"
1364101,Tolpis virgata,,3,"[""a photo of Tolpis virgata"", ""a close-up photo of Tolpis virgata"", ""a wild plant of species Tolpis virgata""]"
1392983,Hieracium lawsonii,,3,"[""a photo of Hieracium lawsonii"", ""a close-up photo of Hieracium lawsonii"", ""a wild plant of species Hieracium lawsonii""]"
1417640,Agave atrovirens,,3,"[""a photo of Agave atrovirens"", ""a close-up photo of Agave atrovirens"", ""a wild plant of species Agave atrovirens""]"
1744534,Petrocoptis montserratii,,3,"[""a photo of Petrocoptis montserratii"", ""a close-up photo of Petrocoptis montserratii"", ""a wild plant of species Petrocoptis montserratii""]"
1479995,Coincya rupestris,Conicy's rock cabbage,3,"[""a photo of Coincya rupestris"", ""a close-up photo of Coincya rupestris"", ""a wild plant of species Coincya rupestris""]"
1397310,Alyssum cuneifolium,,3,"[""a photo of Alyssum cuneifolium"", ""a close-up photo of Alyssum cuneifolium"", ""a wild plant of species Alyssum cuneifolium""]"
1395599,Rubus rudis,,3,"[""a photo of Rubus rudis"", ""a close-up photo of Rubus rudis"", ""a wild plant of species Rubus rudis""]"
1389580,Bulbostylis barbata,Watergrass,3,"[""a photo of Bulbostylis barbata"", ""a close-up photo of Bulbostylis barbata"", ""a wild plant of species Bulbostylis barbata""]"
1395615,Rubus sprengelii,,3,"[""a photo of Rubus sprengelii"", ""a close-up photo of Rubus sprengelii"", ""a wild plant of species Rubus sprengelii""]"
1393775,Medicago praecox,Early medick,3,"[""a photo of Medicago praecox"", ""a close-up photo of Medicago praecox"", ""a wild plant of species Medicago praecox""]"
1356832,Cerastium perfoliatum,,3,"[""a photo of Cerastium perfoliatum"", ""a close-up photo of Cerastium perfoliatum"", ""a wild plant of species Cerastium perfoliatum""]"
1668888,Rubus grabowskii,,3,"[""a photo of Rubus grabowskii"", ""a close-up photo of Rubus grabowskii"", ""a wild plant of species Rubus grabowskii""]"
1359178,Cytisus fontanesii,,3,"[""a photo of Cytisus fontanesii"", ""a close-up photo of Cytisus fontanesii"", ""a wild plant of species Cytisus fontanesii""]"
1743533,Orobanche portoilicitana,,3,"[""a photo of Orobanche portoilicitana"", ""a close-up photo of Orobanche portoilicitana"", ""a wild plant of species Orobanche portoilicitana""]"
1363854,Echium humile,,3,"[""a photo of Echium humile"", ""a close-up photo of Echium humile"", ""a wild plant of species Echium humile""]"
1738862,Rosa malmundariensis,,3,"[""a photo of Rosa malmundariensis"", ""a close-up photo of Rosa malmundariensis"", ""a wild plant of species Rosa malmundariensis""]"
1392051,Erigeron paolii,,3,"[""a photo of Erigeron paolii"", ""a close-up photo of Erigeron paolii"", ""a wild plant of species Erigeron paolii""]"
1425200,Linaria simplex,,3,"[""a photo of Linaria simplex"", ""a close-up photo of Linaria simplex"", ""a wild plant of species Linaria simplex""]"
1357783,Picris rhagadioloides,Oxtongue,3,"[""a photo of Picris rhagadioloides"", ""a close-up photo of Picris rhagadioloides"", ""a wild plant of species Picris rhagadioloides""]"
1390654,Campanula baumgartenii,,3,"[""a photo of Campanula baumgartenii"", ""a close-up photo of Campanula baumgartenii"", ""a wild plant of species Campanula baumgartenii""]"
1392522,Genista pulchella,,3,"[""a photo of Genista pulchella"", ""a close-up photo of Genista pulchella"", ""a wild plant of species Genista pulchella""]"
1399118,Campanula forsythii,,3,"[""a photo of Campanula forsythii"", ""a close-up photo of Campanula forsythii"", ""a wild plant of species Campanula forsythii""]"
1743253,Thapsia gymnesica,,3,"[""a photo of Thapsia gymnesica"", ""a close-up photo of Thapsia gymnesica"", ""a wild plant of species Thapsia gymnesica""]"
1398167,Minuartia glomerata,,3,"[""a photo of Minuartia glomerata"", ""a close-up photo of Minuartia glomerata"", ""a wild plant of species Minuartia glomerata""]"
1394349,Orobanche santolinae,,3,"[""a photo of Orobanche santolinae"", ""a close-up photo of Orobanche santolinae"", ""a wild plant of species Orobanche santolinae""]"
1358935,Stachys circinata,,3,"[""a photo of Stachys circinata"", ""a close-up photo of Stachys circinata"", ""a wild plant of species Stachys circinata""]"
1359376,Ononis alopecuroides,Foxtail restharrow,3,"[""a photo of Ononis alopecuroides"", ""a close-up photo of Ononis alopecuroides"", ""a wild plant of species Ononis alopecuroides""]"
1555195,Hypericum caesariense,,3,"[""a photo of Hypericum caesariense"", ""a close-up photo of Hypericum caesariense"", ""a wild plant of species Hypericum caesariense""]"
1529289,Sedum pedicellatum,,3,"[""a photo of Sedum pedicellatum"", ""a close-up photo of Sedum pedicellatum"", ""a wild plant of species Sedum pedicellatum""]"
1390786,Carex colchica,,3,"[""a photo of Carex colchica"", ""a close-up photo of Carex colchica"", ""a wild plant of species Carex colchica""]"
1358886,Scutellaria orientalis,,3,"[""a photo of Scutellaria orientalis"", ""a close-up photo of Scutellaria orientalis"", ""a wild plant of species Scutellaria orientalis""]"
1362133,Malva durieui,,3,"[""a photo of Malva durieui"", ""a close-up photo of Malva durieui"", ""a wild plant of species Malva durieui""]"
1394734,Polygala exilis,,3,"[""a photo of Polygala exilis"", ""a close-up photo of Polygala exilis"", ""a wild plant of species Polygala exilis""]"
1646266,Linaria saxatilis,,3,"[""a photo of Linaria saxatilis"", ""a close-up photo of Linaria saxatilis"", ""a wild plant of species Linaria saxatilis""]"
1684973,Thesium bavarum,,3,"[""a photo of Thesium bavarum"", ""a close-up photo of Thesium bavarum"", ""a wild plant of species Thesium bavarum""]"
1457868,Ferulago ternatifolia,,3,"[""a photo of Ferulago ternatifolia"", ""a close-up photo of Ferulago ternatifolia"", ""a wild plant of species Ferulago ternatifolia""]"
1393698,Lycium afrum,Kaffir boxthorn,3,"[""a photo of Lycium afrum"", ""a close-up photo of Lycium afrum"", ""a wild plant of species Lycium afrum""]"
1390367,Taraxacum pseudomarklundii,,3,"[""a photo of Taraxacum pseudomarklundii"", ""a close-up photo of Taraxacum pseudomarklundii"", ""a wild plant of species Taraxacum pseudomarklundii""]"
1363876,Diplotaxis harra,,3,"[""a photo of Diplotaxis harra"", ""a close-up photo of Diplotaxis harra"", ""a wild plant of species Diplotaxis harra""]"
1418618,Cyperus albostriatus,Dwarf umbrella-grass,3,"[""a photo of Cyperus albostriatus"", ""a close-up photo of Cyperus albostriatus"", ""a wild plant of species Cyperus albostriatus""]"
1389039,Bolboschoenus glaucus,Tuberous bulrush,3,"[""a photo of Bolboschoenus glaucus"", ""a close-up photo of Bolboschoenus glaucus"", ""a wild plant of species Bolboschoenus glaucus""]"
1743948,Hexaphylla hirsuta,,3,"[""a photo of Hexaphylla hirsuta"", ""a close-up photo of Hexaphylla hirsuta"", ""a wild plant of species Hexaphylla hirsuta""]"
1544716,Euphorbia angulata,,3,"[""a photo of Euphorbia angulata"", ""a close-up photo of Euphorbia angulata"", ""a wild plant of species Euphorbia angulata""]"
1532190,Carex rorulenta,,3,"[""a photo of Carex rorulenta"", ""a close-up photo of Carex rorulenta"", ""a wild plant of species Carex rorulenta""]"
1647315,Limonium lucentinum,,3,"[""a photo of Limonium lucentinum"", ""a close-up photo of Limonium lucentinum"", ""a wild plant of species Limonium lucentinum""]"
1359295,Lotus conimbricensis,,3,"[""a photo of Lotus conimbricensis"", ""a close-up photo of Lotus conimbricensis"", ""a wild plant of species Lotus conimbricensis""]"
1392680,Hackelia deflexa,Nodding stickseed,3,"[""a photo of Hackelia deflexa"", ""a close-up photo of Hackelia deflexa"", ""a wild plant of species Hackelia deflexa""]"
1558398,Acanthoprasium frutescens,,3,"[""a photo of Acanthoprasium frutescens"", ""a close-up photo of Acanthoprasium frutescens"", ""a wild plant of species Acanthoprasium frutescens""]"
1389250,Jacobaea persoonii,,3,"[""a photo of Jacobaea persoonii"", ""a close-up photo of Jacobaea persoonii"", ""a wild plant of species Jacobaea persoonii""]"
1744111,Polygonum roberti,,3,"[""a photo of Polygonum roberti"", ""a close-up photo of Polygonum roberti"", ""a wild plant of species Polygonum roberti""]"
1389402,Teucrium charidemi,,3,"[""a photo of Teucrium charidemi"", ""a close-up photo of Teucrium charidemi"", ""a wild plant of species Teucrium charidemi""]"
1743365,Prospero corsicum,,3,"[""a photo of Prospero corsicum"", ""a close-up photo of Prospero corsicum"", ""a wild plant of species Prospero corsicum""]"
1357508,Cirsium pyrenaicum,Pyrenean thistle,3,"[""a photo of Cirsium pyrenaicum"", ""a close-up photo of Cirsium pyrenaicum"", ""a wild plant of species Cirsium pyrenaicum""]"
1361494,Hyacinthoides mauritanica,,3,"[""a photo of Hyacinthoides mauritanica"", ""a close-up photo of Hyacinthoides mauritanica"", ""a wild plant of species Hyacinthoides mauritanica""]"
1361372,Poa glauca,Glaucantha bluegrass,3,"[""a photo of Poa glauca"", ""a close-up photo of Poa glauca"", ""a wild plant of species Poa glauca""]"
1392113,Alchemilla fissa,,3,"[""a photo of Alchemilla fissa"", ""a close-up photo of Alchemilla fissa"", ""a wild plant of species Alchemilla fissa""]"
1395844,Arabis scabra,Bristol rock-cress,3,"[""a photo of Arabis scabra"", ""a close-up photo of Arabis scabra"", ""a wild plant of species Arabis scabra""]"
1392333,Festuca rupicola,,3,"[""a photo of Festuca rupicola"", ""a close-up photo of Festuca rupicola"", ""a wild plant of species Festuca rupicola""]"
1577392,Echinospartum boissieri,,3,"[""a photo of Echinospartum boissieri"", ""a close-up photo of Echinospartum boissieri"", ""a wild plant of species Echinospartum boissieri""]"
