species_id,canonical_scientific,primary_common,n_prompts,prompts
1659168,Androsace chaixii,,5,"[""a photo of Androsace chaixii"", ""a close-up photo of Androsace chaixii"", ""a wild plant of species Androsace chaixii"", ""a photo of Androsace chaixii, a plant in the family Primulaceae"", ""a close-up photo of Androsace chaixii, a plant in the family Primulaceae""]"
1398655,Lafuentea rotundifolia,,5,"[""a photo of Lafuentea rotundifolia"", ""a close-up photo of Lafuentea rotundifolia"", ""a wild plant of species Lafuentea rotundifolia"", ""a photo of Lafuentea rotundifolia, a plant in the family Plantaginaceae"", ""a close-up photo of Lafuentea rotundifolia, a plant in the family Plantaginaceae""]"
1358593,Euphorbia squamigera,,5,"[""a photo of Euphorbia squamigera"", ""a close-up photo of Euphorbia squamigera"", ""a wild plant of species Euphorbia squamigera"", ""a photo of Euphorbia squamigera, a plant in the family Euphorbiaceae"", ""a close-up photo of Euphorbia squamigera, a plant in the family Euphorbiaceae""]"
1394311,Oreochloa disticha,,5,"[""a photo of Oreochloa disticha"", ""a close-up photo of Oreochloa disticha"", ""a wild plant of species Oreochloa disticha"", ""a photo of Oreochloa disticha, a plant in the family Poaceae"", ""a close-up photo of Oreochloa disticha, a plant in the family Poaceae""]"
1505776,Crupina vulgaris,Common crupina,16,"[""a photo of Crupina vulgaris"", ""a close-up photo of Crupina vulgaris"", ""a wild plant of species Crupina vulgaris"", ""a photo of Common crupina"", ""a close-up photo of Common crupina"", ""a wild plant called Common crupina"", ""a photo of False saw-wort"", ""a close-up photo of False saw-wort"", ""a wild plant called False saw-wort"", ""a photo of Bearded-creeper"", ""a close-up photo of Bearded-creeper"", ""a wild plant called Bearded-creeper"", ""a photo of Crupina vulgaris (Common crupina)"", ""a close-up photo of Crupina vulgaris (Common crupina)"", ""a photo of Crupina vulgaris, a plant in the family Asteraceae"", ""a close-up photo of Crupina vulgaris, a plant in the family Asteraceae""]"
1498976,Andryala agardhii,,5,"[""a photo of Andryala agardhii"", ""a close-up photo of Andryala agardhii"", ""a wild plant of species Andryala agardhii"", ""a photo of Andryala agardhii, a plant in the family Asteraceae"", ""a close-up photo of Andryala agardhii, a plant in the family Asteraceae""]"
1364074,Cressa cretica,,5,"[""a photo of Cressa cretica"", ""a close-up photo of Cressa cretica"", ""a wild plant of species Cressa cretica"", ""a photo of Cressa cretica, a plant in the family Convolvulaceae"", ""a close-up photo of Cressa cretica, a plant in the family Convolvulaceae""]"
1392040,Erigeron blakei,,5,"[""a photo of Erigeron blakei"", ""a close-up photo of Erigeron blakei"", ""a wild plant of species Erigeron blakei"", ""a photo of Erigeron blakei, a plant in the family Asteraceae"", ""a close-up photo of Erigeron blakei, a plant in the family Asteraceae""]"
1737571,Rubus nemorosus,,5,"[""a photo of Rubus nemorosus"", ""a close-up photo of Rubus nemorosus"", ""a wild plant of species Rubus nemorosus"", ""a photo of Rubus nemorosus, a plant in the family Rosaceae"", ""a close-up photo of Rubus nemorosus, a plant in the family Rosaceae""]"
1397382,Euphrasia picta,,5,"[""a photo of Euphrasia picta"", ""a close-up photo of Euphrasia picta"", ""a wild plant of species Euphrasia picta"", ""a photo of Euphrasia picta, a plant in the family Orobanchaceae"", ""a close-up photo of Euphrasia picta, a plant in the family Orobanchaceae""]"
1362811,Crassula helmsii,Australian swamp stonecrop,10,"[""a photo of Crassula helmsii"", ""a close-up photo of Crassula helmsii"", ""a wild plant of species Crassula helmsii"", ""a photo of Australian swamp stonecrop"", ""a close-up photo of Australian swamp stonecrop"", ""a wild plant called Australian swamp stonecrop"", ""a photo of Crassula helmsii (Australian swamp stonecrop)"", ""a close-up photo of Crassula helmsii (Australian swamp stonecrop)"", ""a photo of Crassula helmsii, a plant in the family Crassulaceae"", ""a close-up photo of Crassula helmsii, a plant in the family Crassulaceae""]"
1392408,Gagea spathacea,Belgian gagea,10,"[""a photo of Gagea spathacea"", ""a close-up photo of Gagea spathacea"", ""a wild plant of species Gagea spathacea"", ""a photo of Belgian gagea"", ""a close-up photo of Belgian gagea"", ""a wild plant called Belgian gagea"", ""a photo of Gagea spathacea (Belgian gagea)"", ""a close-up photo of Gagea spathacea (Belgian gagea)"", ""a photo of Gagea spathacea, a plant in the family Liliaceae"", ""a close-up photo of Gagea spathacea, a plant in the family Liliaceae""]"
1393756,Matricaria aurea,,5,"[""a photo of Matricaria aurea"", ""a close-up photo of Matricaria aurea"", ""a wild plant of species Matricaria aurea"", ""a photo of Matricaria aurea, a plant in the family Asteraceae"", ""a close-up photo of Matricaria aurea, a plant in the family Asteraceae""]"
1610788,Anacamptis alata,,5,"[""a photo of Anacamptis alata"", ""a close-up photo of Anacamptis alata"", ""a wild plant of species Anacamptis alata"", ""a photo of Anacamptis alata, a plant in the family Orchidaceae"", ""a close-up photo of Anacamptis alata, a plant in the family Orchidaceae""]"
1609596,Circaea intermedia,Upland enchanter's nightshade,10,"[""a photo of Circaea intermedia"", ""a close-up photo of Circaea intermedia"", ""a wild plant of species Circaea intermedia"", ""a photo of Upland enchanter's nightshade"", ""a close-up photo of Upland enchanter's nightshade"", ""a wild plant called Upland enchanter's nightshade"", ""a photo of Circaea intermedia (Upland enchanter's nightshade)"", ""a close-up photo of Circaea intermedia (Upland enchanter's nightshade)"", ""a photo of Circaea intermedia, a plant in the family Onagraceae"", ""a close-up photo of Circaea intermedia, a plant in the family Onagraceae""]"
1390852,Carex lepidocarpa,Long-stalked yellow-sedge,10,"[""a photo of Carex lepidocarpa"", ""a close-up photo of Carex lepidocarpa"", ""a wild plant of species Carex lepidocarpa"", ""a photo of Long-stalked yellow-sedge"", ""a close-up photo of Long-stalked yellow-sedge"", ""a wild plant called Long-stalked yellow-sedge"", ""a photo of Carex lepidocarpa (Long-stalked yellow-sedge)"", ""a close-up photo of Carex lepidocarpa (Long-stalked yellow-sedge)"", ""a photo of Carex lepidocarpa, a plant in the family Cyperaceae"", ""a close-up photo of Carex lepidocarpa, a plant in the family Cyperaceae""]"
1392406,Gagea reverchonii,Reverchon’s gagea,10,"[""a photo of Gagea reverchonii"", ""a close-up photo of Gagea reverchonii"", ""a wild plant of species Gagea reverchonii"", ""a photo of Reverchon\u2019s gagea"", ""a close-up photo of Reverchon\u2019s gagea"", ""a wild plant called Reverchon\u2019s gagea"", ""a photo of Gagea reverchonii (Reverchon\u2019s gagea)"", ""a close-up photo of Gagea reverchonii (Reverchon\u2019s gagea)"", ""a photo of Gagea reverchonii, a plant in the family Liliaceae"", ""a close-up photo of Gagea reverchonii, a plant in the family Liliaceae""]"
1396111,Arenaria erinacea,,5,"[""a photo of Arenaria erinacea"", ""a close-up photo of Arenaria erinacea"", ""a wild plant of species Arenaria erinacea"", ""a photo of Arenaria erinacea, a plant in the family Caryophyllaceae"", ""a close-up photo of Arenaria erinacea, a plant in the family Caryophyllaceae""]"
1741880,Salix serpillifolia,Thyme-leaf willow,10,"[""a photo of Salix serpillifolia"", ""a close-up photo of Salix serpillifolia"", ""a wild plant of species Salix serpillifolia"", ""a photo of Thyme-leaf willow"", ""a close-up photo of Thyme-leaf willow"", ""a wild plant called Thyme-leaf willow"", ""a photo of Salix serpillifolia (Thyme-leaf willow)"", ""a close-up photo of Salix serpillifolia (Thyme-leaf willow)"", ""a photo of Salix serpillifolia, a plant in the family Salicaceae"", ""a close-up photo of Salix serpillifolia, a plant in the family Salicaceae""]"
1738610,Festuca fasciculata,,5,"[""a photo of Festuca fasciculata"", ""a close-up photo of Festuca fasciculata"", ""a wild plant of species Festuca fasciculata"", ""a photo of Festuca fasciculata, a plant in the family Poaceae"", ""a close-up photo of Festuca fasciculata, a plant in the family Poaceae""]"
1362281,Cistus libanotis,,5,"[""a photo of Cistus libanotis"", ""a close-up photo of Cistus libanotis"", ""a wild plant of species Cistus libanotis"", ""a photo of Cistus libanotis, a plant in the family Cistaceae"", ""a close-up photo of Cistus libanotis, a plant in the family Cistaceae""]"
1743567,Sempervivum stenopetalum,,5,"[""a photo of Sempervivum stenopetalum"", ""a close-up photo of Sempervivum stenopetalum"", ""a wild plant of species Sempervivum stenopetalum"", ""a photo of Sempervivum stenopetalum, a plant in the family Crassulaceae"", ""a close-up photo of Sempervivum stenopetalum, a plant in the family Crassulaceae""]"
1358125,Sedum mucizonia,,5,"[""a photo of Sedum mucizonia"", ""a close-up photo of Sedum mucizonia"", ""a wild plant of species Sedum mucizonia"", ""a photo of Sedum mucizonia, a plant in the family Crassulaceae"", ""a close-up photo of Sedum mucizonia, a plant in the family Crassulaceae""]"
1515981,Olearia paniculata,Akiharo,16,"[""a photo of Olearia paniculata"", ""a close-up photo of Olearia paniculata"", ""a wild plant of species Olearia paniculata"", ""a photo of Akiharo"", ""a close-up photo of Akiharo"", ""a wild plant called Akiharo"", ""a photo of Akiraho"", ""a close-up photo of Akiraho"", ""a wild plant called Akiraho"", ""a photo of Golden akeake"", ""a close-up photo of Golden akeake"", ""a wild plant called Golden akeake"", ""a photo of Olearia paniculata (Akiharo)"", ""a close-up photo of Olearia paniculata (Akiharo)"", ""a photo of Olearia paniculata, a plant in the family Asteraceae"", ""a close-up photo of Olearia paniculata, a plant in the family Asteraceae""]"
1400142,Bidens radiata,Radiate beggartick,10,"[""a photo of Bidens radiata"", ""a close-up photo of Bidens radiata"", ""a wild plant of species Bidens radiata"", ""a photo of Radiate beggartick"", ""a close-up photo of Radiate beggartick"", ""a wild plant called Radiate beggartick"", ""a photo of Bidens radiata (Radiate beggartick)"", ""a close-up photo of Bidens radiata (Radiate beggartick)"", ""a photo of Bidens radiata, a plant in the family Asteraceae"", ""a close-up photo of Bidens radiata, a plant in the family Asteraceae""]"
1673274,Galium pomeranicum,Bedstraw,13,"[""a photo of Galium pomeranicum"", ""a close-up photo of Galium pomeranicum"", ""a wild plant of species Galium pomeranicum"", ""a photo of Bedstraw"", ""a close-up photo of Bedstraw"", ""a wild plant called Bedstraw"", ""a photo of Pomerania bedstraw"", ""a close-up photo of Pomerania bedstraw"", ""a wild plant called Pomerania bedstraw"", ""a photo of Galium pomeranicum (Bedstraw)"", ""a close-up photo of Galium pomeranicum (Bedstraw)"", ""a photo of Galium pomeranicum, a plant in the family Rubiaceae"", ""a close-up photo of Galium pomeranicum, a plant in the family Rubiaceae""]"
1393479,Alyssum loiseleurii,,5,"[""a photo of Alyssum loiseleurii"", ""a close-up photo of Alyssum loiseleurii"", ""a wild plant of species Alyssum loiseleurii"", ""a photo of Alyssum loiseleurii, a plant in the family Brassicaceae"", ""a close-up photo of Alyssum loiseleurii, a plant in the family Brassicaceae""]"
1361732,Salsola tragus,Prickly russian thistle,19,"[""a photo of Salsola tragus"", ""a close-up photo of Salsola tragus"", ""a wild plant of species Salsola tragus"", ""a photo of Prickly russian thistle"", ""a close-up photo of Prickly russian thistle"", ""a wild plant called Prickly russian thistle"", ""a photo of Russian thistle"", ""a close-up photo of Russian thistle"", ""a wild plant called Russian thistle"", ""a photo of Russian tumbleweed"", ""a close-up photo of Russian tumbleweed"", ""a wild plant called Russian tumbleweed"", ""a photo of Russian-cactus"", ""a close-up photo of Russian-cactus"", ""a wild plant called Russian-cactus"", ""a photo of Salsola tragus (Prickly russian thistle)"", ""a close-up photo of Salsola tragus (Prickly russian thistle)"", ""a photo of Salsola tragus, a plant in the family Amaranthaceae"", ""a close-up photo of Salsola tragus, a plant in the family Amaranthaceae""]"
1737555,Erigeron annuus,Tall fleabane,19,"[""a photo of Erigeron annuus"", ""a close-up photo of Erigeron annuus"", ""a wild plant of species Erigeron annuus"", ""a photo of Tall fleabane"", ""a close-up photo of Tall fleabane"", ""a wild plant called Tall fleabane"", ""a photo of White-top, daisy fleabane, sweet scabious"", ""a close-up photo of White-top, daisy fleabane, sweet scabious"", ""a wild plant called White-top, daisy fleabane, sweet scabious"", ""a photo of Annual fleabane"", ""a close-up photo of Annual fleabane"", ""a wild plant called Annual fleabane"", ""a photo of Eastern daisy fleabane"", ""a close-up photo of Eastern daisy fleabane"", ""a wild plant called Eastern daisy fleabane"", ""a photo of Erigeron annuus (Tall fleabane)"", ""a close-up photo of Erigeron annuus (Tall fleabane)"", ""a photo of Erigeron annuus, a plant in the family Asteraceae"", ""a close-up photo of Erigeron annuus, a plant in the family Asteraceae""]"
1390904,Carex rupestris,Curly sedge,13,"[""a photo of Carex rupestris"", ""a close-up photo of Carex rupestris"", ""a wild plant of species Carex rupestris"", ""a photo of Curly sedge"", ""a close-up photo of Curly sedge"", ""a wild plant called Curly sedge"", ""a photo of Rock sedge"", ""a close-up photo of Rock sedge"", ""a wild plant called Rock sedge"", ""a photo of Carex rupestris (Curly sedge)"", ""a close-up photo of Carex rupestris (Curly sedge)"", ""a photo of Carex rupestris, a plant in the family Cyperaceae"", ""a close-up photo of Carex rupestris, a plant in the family Cyperaceae""]"
1361294,Glyceria declinata,Small flote-grass,13,"[""a photo of Glyceria declinata"", ""a close-up photo of Glyceria declinata"", ""a wild plant of species Glyceria declinata"", ""a photo of Small flote-grass"", ""a close-up photo of Small flote-grass"", ""a wild plant called Small flote-grass"", ""a photo of Small sweet-grass"", ""a close-up photo of Small sweet-grass"", ""a wild plant called Small sweet-grass"", ""a photo of Glyceria declinata (Small flote-grass)"", ""a close-up photo of Glyceria declinata (Small flote-grass)"", ""a photo of Glyceria declinata, a plant in the family Poaceae"", ""a close-up photo of Glyceria declinata, a plant in the family Poaceae""]"
1360662,Cachrys sicula,,5,"[""a photo of Cachrys sicula"", ""a close-up photo of Cachrys sicula"", ""a wild plant of species Cachrys sicula"", ""a photo of Cachrys sicula, a plant in the family Apiaceae"", ""a close-up photo of Cachrys sicula, a plant in the family Apiaceae""]"
1742064,Asplenium seelosii,,5,"[""a photo of Asplenium seelosii"", ""a close-up photo of Asplenium seelosii"", ""a wild plant of species Asplenium seelosii"", ""a photo of Asplenium seelosii, a plant in the family Aspleniaceae"", ""a close-up photo of Asplenium seelosii, a plant in the family Aspleniaceae""]"
1363041,Arundo micrantha,,5,"[""a photo of Arundo micrantha"", ""a close-up photo of Arundo micrantha"", ""a wild plant of species Arundo micrantha"", ""a photo of Arundo micrantha, a plant in the family Poaceae"", ""a close-up photo of Arundo micrantha, a plant in the family Poaceae""]"
1394463,Persicaria decipiens,Slender knotweed,13,"[""a photo of Persicaria decipiens"", ""a close-up photo of Persicaria decipiens"", ""a wild plant of species Persicaria decipiens"", ""a photo of Slender knotweed"", ""a close-up photo of Slender knotweed"", ""a wild plant called Slender knotweed"", ""a photo of Willow-weed"", ""a close-up photo of Willow-weed"", ""a wild plant called Willow-weed"", ""a photo of Persicaria decipiens (Slender knotweed)"", ""a close-up photo of Persicaria decipiens (Slender knotweed)"", ""a photo of Persicaria decipiens, a plant in the family Polygonaceae"", ""a close-up photo of Persicaria decipiens, a plant in the family Polygonaceae""]"
1392734,Helictotrichon sedenense,,5,"[""a photo of Helictotrichon sedenense"", ""a close-up photo of Helictotrichon sedenense"", ""a wild plant of species Helictotrichon sedenense"", ""a photo of Helictotrichon sedenense, a plant in the family Poaceae"", ""a close-up photo of Helictotrichon sedenense, a plant in the family Poaceae""]"
1651013,Festuca brigantina,,5,"[""a photo of Festuca brigantina"", ""a close-up photo of Festuca brigantina"", ""a wild plant of species Festuca brigantina"", ""a photo of Festuca brigantina, a plant in the family Poaceae"", ""a close-up photo of Festuca brigantina, a plant in the family Poaceae""]"
1502795,Centaurea pinnata,,5,"[""a photo of Centaurea pinnata"", ""a close-up photo of Centaurea pinnata"", ""a wild plant of species Centaurea pinnata"", ""a photo of Centaurea pinnata, a plant in the family Asteraceae"", ""a close-up photo of Centaurea pinnata, a plant in the family Asteraceae""]"
1357931,Taraxacum pyropappum,,5,"[""a photo of Taraxacum pyropappum"", ""a close-up photo of Taraxacum pyropappum"", ""a wild plant of species Taraxacum pyropappum"", ""a photo of Taraxacum pyropappum, a plant in the family Asteraceae"", ""a close-up photo of Taraxacum pyropappum, a plant in the family Asteraceae""]"
1743831,Thelypteris pozoi,,5,"[""a photo of Thelypteris pozoi"", ""a close-up photo of Thelypteris pozoi"", ""a wild plant of species Thelypteris pozoi"", ""a photo of Thelypteris pozoi, a plant in the family Aspleniaceae"", ""a close-up photo of Thelypteris pozoi, a plant in the family Aspleniaceae""]"
1458364,Peucedanum hispanicum,,5,"[""a photo of Peucedanum hispanicum"", ""a close-up photo of Peucedanum hispanicum"", ""a wild plant of species Peucedanum hispanicum"", ""a photo of Peucedanum hispanicum, a plant in the family Apiaceae"", ""a close-up photo of Peucedanum hispanicum, a plant in the family Apiaceae""]"
1364007,Convolvulus farinosus,,5,"[""a photo of Convolvulus farinosus"", ""a close-up photo of Convolvulus farinosus"", ""a wild plant of species Convolvulus farinosus"", ""a photo of Convolvulus farinosus, a plant in the family Convolvulaceae"", ""a close-up photo of Convolvulus farinosus, a plant in the family Convolvulaceae""]"
1396531,Taraxacum aquitanum,,5,"[""a photo of Taraxacum aquitanum"", ""a close-up photo of Taraxacum aquitanum"", ""a wild plant of species Taraxacum aquitanum"", ""a photo of Taraxacum aquitanum, a plant in the family Asteraceae"", ""a close-up photo of Taraxacum aquitanum, a plant in the family Asteraceae""]"
1650970,Festuca altissima,Wood fescue,10,"[""a photo of Festuca altissima"", ""a close-up photo of Festuca altissima"", ""a wild plant of species Festuca altissima"", ""a photo of Wood fescue"", ""a close-up photo of Wood fescue"", ""a wild plant called Wood fescue"", ""a photo of Festuca altissima (Wood fescue)"", ""a close-up photo of Festuca altissima (Wood fescue)"", ""a photo of Festuca altissima, a plant in the family Poaceae"", ""a close-up photo of Festuca altissima, a plant in the family Poaceae""]"
1363413,Eleusine tristachya,American yard-grass,19,"[""a photo of Eleusine tristachya"", ""a close-up photo of Eleusine tristachya"", ""a wild plant of species Eleusine tristachya"", ""a photo of American yard-grass"", ""a close-up photo of American yard-grass"", ""a wild plant called American yard-grass"", ""a photo of American crowfoot grass"", ""a close-up photo of American crowfoot grass"", ""a wild plant called American crowfoot grass"", ""a photo of American yard grass"", ""a close-up photo of American yard grass"", ""a wild plant called American yard grass"", ""a photo of Threespike goosegrass"", ""a close-up photo of Threespike goosegrass"", ""a wild plant called Threespike goosegrass"", ""a photo of Eleusine tristachya (American yard-grass)"", ""a close-up photo of Eleusine tristachya (American yard-grass)"", ""a photo of Eleusine tristachya, a plant in the family Poaceae"", ""a close-up photo of Eleusine tristachya, a plant in the family Poaceae""]"
1357511,Cladanthus arabicus,,5,"[""a photo of Cladanthus arabicus"", ""a close-up photo of Cladanthus arabicus"", ""a wild plant of species Cladanthus arabicus"", ""a photo of Cladanthus arabicus, a plant in the family Asteraceae"", ""a close-up photo of Cladanthus arabicus, a plant in the family Asteraceae""]"
1362498,Stauracanthus genistoides,,5,"[""a photo of Stauracanthus genistoides"", ""a close-up photo of Stauracanthus genistoides"", ""a wild plant of species Stauracanthus genistoides"", ""a photo of Stauracanthus genistoides, a plant in the family Fabaceae"", ""a close-up photo of Stauracanthus genistoides, a plant in the family Fabaceae""]"
1744190,Colchicum europaeum,,5,"[""a photo of Colchicum europaeum"", ""a close-up photo of Colchicum europaeum"", ""a wild plant of species Colchicum europaeum"", ""a photo of Colchicum europaeum, a plant in the family Colchicaceae"", ""a close-up photo of Colchicum europaeum, a plant in the family Colchicaceae""]"
1360672,Conopodium bunioides,,5,"[""a photo of Conopodium bunioides"", ""a close-up photo of Conopodium bunioides"", ""a wild plant of species Conopodium bunioides"", ""a photo of Conopodium bunioides, a plant in the family Apiaceae"", ""a close-up photo of Conopodium bunioides, a plant in the family Apiaceae""]"
1359218,Genista spartioides,,5,"[""a photo of Genista spartioides"", ""a close-up photo of Genista spartioides"", ""a wild plant of species Genista spartioides"", ""a photo of Genista spartioides, a plant in the family Fabaceae"", ""a close-up photo of Genista spartioides, a plant in the family Fabaceae""]"
1722707,Alchemilla australis,,5,"[""a photo of Alchemilla australis"", ""a close-up photo of Alchemilla australis"", ""a wild plant of species Alchemilla australis"", ""a photo of Alchemilla australis, a plant in the family Rosaceae"", ""a close-up photo of Alchemilla australis, a plant in the family Rosaceae""]"
1391120,Chamorchis alpina,Alpine chamorchis,16,"[""a photo of Chamorchis alpina"", ""a close-up photo of Chamorchis alpina"", ""a wild plant of species Chamorchis alpina"", ""a photo of Alpine chamorchis"", ""a close-up photo of Alpine chamorchis"", ""a wild plant called Alpine chamorchis"", ""a photo of False musk orchid"", ""a close-up photo of False musk orchid"", ""a wild plant called False musk orchid"", ""a photo of False orchid"", ""a close-up photo of False orchid"", ""a wild plant called False orchid"", ""a photo of Chamorchis alpina (Alpine chamorchis)"", ""a close-up photo of Chamorchis alpina (Alpine chamorchis)"", ""a photo of Chamorchis alpina, a plant in the family Orchidaceae"", ""a close-up photo of Chamorchis alpina, a plant in the family Orchidaceae""]"
1393251,Hypericum majus,Greater canadian st. john's-wort,19,"[""a photo of Hypericum majus"", ""a close-up photo of Hypericum majus"", ""a wild plant of species Hypericum majus"", ""a photo of Greater canadian st. john's-wort"", ""a close-up photo of Greater canadian st. john's-wort"", ""a wild plant called Greater canadian st. john's-wort"", ""a photo of Irish st john's-wort"", ""a close-up photo of Irish st john's-wort"", ""a wild plant called Irish st john's-wort"", ""a photo of Large st. johnswort"", ""a close-up photo of Large st. johnswort"", ""a wild plant called Large st. johnswort"", ""a photo of Greater canada st. john's-wort"", ""a close-up photo of Greater canada st. john's-wort"", ""a wild plant called Greater canada st. john's-wort"", ""a photo of Hypericum majus (Greater canadian st. john's-wort)"", ""a close-up photo of Hypericum majus (Greater canadian st. john's-wort)"", ""a photo of Hypericum majus, a plant in the family Hypericaceae"", ""a close-up photo of Hypericum majus, a plant in the family Hypericaceae""]"
1396094,Arenaria biflora,,5,"[""a photo of Arenaria biflora"", ""a close-up photo of Arenaria biflora"", ""a wild plant of species Arenaria biflora"", ""a photo of Arenaria biflora, a plant in the family Caryophyllaceae"", ""a close-up photo of Arenaria biflora, a plant in the family Caryophyllaceae""]"
1360241,Reseda lanceolata,,5,"[""a photo of Reseda lanceolata"", ""a close-up photo of Reseda lanceolata"", ""a wild plant of species Reseda lanceolata"", ""a photo of Reseda lanceolata, a plant in the family Resedaceae"", ""a close-up photo of Reseda lanceolata, a plant in the family Resedaceae""]"
1390921,Carex tomentosa,Downy-fruited sedge,10,"[""a photo of Carex tomentosa"", ""a close-up photo of Carex tomentosa"", ""a wild plant of species Carex tomentosa"", ""a photo of Downy-fruited sedge"", ""a close-up photo of Downy-fruited sedge"", ""a wild plant called Downy-fruited sedge"", ""a photo of Carex tomentosa (Downy-fruited sedge)"", ""a close-up photo of Carex tomentosa (Downy-fruited sedge)"", ""a photo of Carex tomentosa, a plant in the family Cyperaceae"", ""a close-up photo of Carex tomentosa, a plant in the family Cyperaceae""]"
1647274,Limonium dichotomum,,5,"[""a photo of Limonium dichotomum"", ""a close-up photo of Limonium dichotomum"", ""a wild plant of species Limonium dichotomum"", ""a photo of Limonium dichotomum, a plant in the family Plumbaginaceae"", ""a close-up photo of Limonium dichotomum, a plant in the family Plumbaginaceae""]"
1392565,Gentiana terglouensis,,5,"[""a photo of Gentiana terglouensis"", ""a close-up photo of Gentiana terglouensis"", ""a wild plant of species Gentiana terglouensis"", ""a photo of Gentiana terglouensis, a plant in the family Gentianaceae"", ""a close-up photo of Gentiana terglouensis, a plant in the family Gentianaceae""]"
1360583,Tamarix boveana,,5,"[""a photo of Tamarix boveana"", ""a close-up photo of Tamarix boveana"", ""a wild plant of species Tamarix boveana"", ""a photo of Tamarix boveana, a plant in the family Tamaricaceae"", ""a close-up photo of Tamarix boveana, a plant in the family Tamaricaceae""]"
1396545,Taraxacum braun-blanquetii,,5,"[""a photo of Taraxacum braun-blanquetii"", ""a close-up photo of Taraxacum braun-blanquetii"", ""a wild plant of species Taraxacum braun-blanquetii"", ""a photo of Taraxacum braun-blanquetii, a plant in the family Asteraceae"", ""a close-up photo of Taraxacum braun-blanquetii, a plant in the family Asteraceae""]"
1398695,Saxifraga vayredana,,5,"[""a photo of Saxifraga vayredana"", ""a close-up photo of Saxifraga vayredana"", ""a wild plant of species Saxifraga vayredana"", ""a photo of Saxifraga vayredana, a plant in the family Saxifragaceae"", ""a close-up photo of Saxifraga vayredana, a plant in the family Saxifragaceae""]"
1391221,Cirsium morisianum,,5,"[""a photo of Cirsium morisianum"", ""a close-up photo of Cirsium morisianum"", ""a wild plant of species Cirsium morisianum"", ""a photo of Cirsium morisianum, a plant in the family Asteraceae"", ""a close-up photo of Cirsium morisianum, a plant in the family Asteraceae""]"
1743161,Cherleria capillacea,,5,"[""a photo of Cherleria capillacea"", ""a close-up photo of Cherleria capillacea"", ""a wild plant of species Cherleria capillacea"", ""a photo of Cherleria capillacea, a plant in the family Caryophyllaceae"", ""a close-up photo of Cherleria capillacea, a plant in the family Caryophyllaceae""]"
1360642,Bupleurum lancifolium,False thorow-wax,13,"[""a photo of Bupleurum lancifolium"", ""a close-up photo of Bupleurum lancifolium"", ""a wild plant of species Bupleurum lancifolium"", ""a photo of False thorow-wax"", ""a close-up photo of False thorow-wax"", ""a wild plant called False thorow-wax"", ""a photo of Lanceleaf thorow wax"", ""a close-up photo of Lanceleaf thorow wax"", ""a wild plant called Lanceleaf thorow wax"", ""a photo of Bupleurum lancifolium (False thorow-wax)"", ""a close-up photo of Bupleurum lancifolium (False thorow-wax)"", ""a photo of Bupleurum lancifolium, a plant in the family Apiaceae"", ""a close-up photo of Bupleurum lancifolium, a plant in the family Apiaceae""]"
1361820,Eucalyptus tereticornis,Forest redgum,19,"[""a photo of Eucalyptus tereticornis"", ""a close-up photo of Eucalyptus tereticornis"", ""a wild plant of species Eucalyptus tereticornis"", ""a photo of Forest redgum"", ""a close-up photo of Forest redgum"", ""a wild plant called Forest redgum"", ""a photo of Queensland blue gum"", ""a close-up photo of Queensland blue gum"", ""a wild plant called Queensland blue gum"", ""a photo of Bastard-box"", ""a close-up photo of Bastard-box"", ""a wild plant called Bastard-box"", ""a photo of Blue gum"", ""a close-up photo of Blue gum"", ""a wild plant called Blue gum"", ""a photo of Eucalyptus tereticornis (Forest redgum)"", ""a close-up photo of Eucalyptus tereticornis (Forest redgum)"", ""a photo of Eucalyptus tereticornis, a plant in the family Myrtaceae"", ""a close-up photo of Eucalyptus tereticornis, a plant in the family Myrtaceae""]"
1397699,Centaurea virgata,Squarrose knapweed,10,"[""a photo of Centaurea virgata"", ""a close-up photo of Centaurea virgata"", ""a wild plant of species Centaurea virgata"", ""a photo of Squarrose knapweed"", ""a close-up photo of Squarrose knapweed"", ""a wild plant called Squarrose knapweed"", ""a photo of Centaurea virgata (Squarrose knapweed)"", ""a close-up photo of Centaurea virgata (Squarrose knapweed)"", ""a photo of Centaurea virgata, a plant in the family Asteraceae"", ""a close-up photo of Centaurea virgata, a plant in the family Asteraceae""]"
1363335,Ruppia cirrhosa,Coiled pondweed,19,"[""a photo of Ruppia cirrhosa"", ""a close-up photo of Ruppia cirrhosa"", ""a wild plant of species Ruppia cirrhosa"", ""a photo of Coiled pondweed"", ""a close-up photo of Coiled pondweed"", ""a wild plant called Coiled pondweed"", ""a photo of Species code: rc"", ""a close-up photo of Species code: rc"", ""a wild plant called Species code: rc"", ""a photo of Spiral tasselweed"", ""a close-up photo of Spiral tasselweed"", ""a wild plant called Spiral tasselweed"", ""a photo of Spiral widgeon grass"", ""a close-up photo of Spiral widgeon grass"", ""a wild plant called Spiral widgeon grass"", ""a photo of Ruppia cirrhosa (Coiled pondweed)"", ""a close-up photo of Ruppia cirrhosa (Coiled pondweed)"", ""a photo of Ruppia cirrhosa, a plant in the family Ruppiaceae"", ""a close-up photo of Ruppia cirrhosa, a plant in the family Ruppiaceae""]"
